41.8075898	123.3559899	251	250	248	
41.79404435	123.3698581	190	189	174	
41.78777411	123.3529444	129	128	109	
41.77979983	123.3331691	68	67	55	
41.76567841	123.3473953	7	6	1	
41.80718041	123.3110444	256	229		
41.79540926	123.37265	195	194	191	
41.78752717	123.365551	134	133	114	
41.78110637	123.3498782	73	72	60	
41.77414803	123.3622041	12	9		
41.81079662	123.3504519	261	260	250	
41.79745656	123.355784	200	199	186	
41.78734395	123.3808498	139	138	18	
41.78085144	123.3627412	78	77	65	
41.78187266	123.3775501	17	16	14	
41.81202472	123.3781881	266	265	255	
41.79714946	123.3727644	205	204	195	
41.78451813	123.3185582	144	143	118	
41.78209423	123.3359469	83	69	82	
41.76705196	123.338955	22	21	5	
41.79817312	123.3288487	210	209	180	
41.7883782	123.3311843	149	148	123	
41.7830024	123.3527414	88	87	74	
41.77168738	123.345784	27	26	7	
41.79916262	123.3532438	215	214	199	
41.78989777	123.3499945	154	153	128	
41.78277934	123.3654121	93	92	79	
41.77380469	123.3345814	32	25	31	
41.79892377	123.3699954	220	219	204	
41.78967939	123.3627963	159	158	133	
41.78050093	123.3214172	98	97	49	
41.77501541	123.3525244	37	29	36	
41.80097095	123.3631071	225	224	218	
41.78933882	123.3780343	164	163	138	
41.78403804	123.332229	103	82	102	
41.77676231	123.3371576	42	33	41	
41.80107333	123.321251	230	208	229	
41.79302065	123.3530607	169	168	155	
41.78548788	123.3499423	108	107	87	
41.7776707	123.3551012	47	38	46	
41.8031887	123.3464241	235	234	222	
41.79267941	123.3697665	174	173	161	
41.78524889	123.3626557	113	112	92	
41.77620328	123.3286778	52	51		
41.80271104	123.3729246	240	239	227	
41.7929524	123.3274299	179	178		
41.78265187	123.3199429	118	117	98	
41.7787974	123.3403786	57	43	56	
41.80625927	123.3731077	245	244	240	
41.79445383	123.3501315	184	183	168	
41.78633228	123.3316948	123	122	103	
41.77913091	123.3553186	62	47	61	
41.75923754	123.3487311	1	0
41.80728276	123.3504976	250	236		
41.79418084	123.3657846	189	188	173	
41.78779004	123.3500064	128	127	108	
41.77925808	123.3305196	67	54		
41.76516333	123.3437123	6	5		
41.81018256	123.3778677	255	254	247	
41.79544338	123.3698581	194	190		
41.78756699	123.3627519	133	132	113	
41.78117011	123.3459039	72	71	59	
41.76550675	123.3787777	11	10	3	
41.81089896	123.3464699	260	259	235	
41.79750774	123.353198	199	185	198	
41.78738379	123.37804	138	137		
41.78097891	123.359878	77	76	64	
41.77895456	123.3692633	16	12	13	
41.81250231	123.374435	265	264	254	
41.79718358	123.3699496	204	194	203	
41.78395918	123.3170121	143	117		
41.78167997	123.3327845	82	68	81	
41.7657929	123.335272	21	20	4	
41.79783191	123.3261483	209	208	179	
41.78696344	123.3249064	148	147	122	
41.78305021	123.3498782	87	86	73	
41.77111513	123.3420242	26	23		
41.79919674	123.3502688	214	213	198	
41.79000253	123.3461528	153	152	127	
41.78282713	123.3626771	92	91	78	
41.77225963	123.3308984	31	24	30	
41.79895789	123.3658761	219	218	203	
41.78971432	123.3601376	158	157	132	
41.77986359	123.3201352	97	48		
41.77494553	123.349526	36	28	35	
41.80120979	123.3559213	224	223	216	
41.78937375	123.3766991	163	162	142	
41.78298648	123.3277419	102	101	81	
41.77623823	123.3335033	41	40	32	
41.79994738	123.3128294	229	207		
41.79305477	123.3501315	168	167	154	
41.78553569	123.3459466	107	106	86	
41.77774057	123.3525244	46	37	45	
41.80335929	123.3415268	234	233	212	
41.79274766	123.365693	173	172	160	
41.78529669	123.3600276	112	111	91	
41.77594124	123.3281156	51	40	30	
41.8028134	123.3700869	239	238	226	
41.79240642	123.3233106	178	148		
41.78206237	123.3184258	117	97		
41.77830828	123.3367829	56	42	55	
41.8055087	123.3700869	244	243	239	
41.79455619	123.3462411	183	167	182	
41.7850577	123.3262462	122	121	102	
41.7791614	123.3525783	61	46	60	
41.75863372	123.335281	0			
41.80584987	123.3632215	249	248	243	
41.79421497	123.3629469	188	187	172	
41.78787766	123.3460001	127	107	126	
41.77890753	123.365177	66	16	65	
41.76378977	123.341372	5	4		
41.80970495	123.3744808	254	253	246	
41.79581873	123.3501772	193	192	184	
41.78760682	123.3600703	132	131	112	
41.78097891	123.3434253	71	70	58	
41.76550672	123.3714501	10	9		
41.80997787	123.3329222	259	258	233	
41.79754186	123.3502459	198	197	193	
41.78727226	123.3765016	137	96	136	
41.78097891	123.3573567	76	75	63	
41.77008505	123.3844557	15	14	3	
41.81267287	123.3672034	264	263	253	
41.79726889	123.3658304	203	202	189	
41.7882734	123.3767225	142	141	137	
41.78091517	123.3293231	81	67		
41.76441935	123.3312821	20	0		
41.79725184	123.3221664	208	207	178	
41.78636958	123.3235009	147	146	121	
41.78311394	123.3458184	86	85	72	
41.77002783	123.3367299	25	24	22	
41.7992991	123.3462868	213	212	197	
41.78965322	123.3412336	152	151	126	
41.78289087	123.3599635	91	90	77	
41.77054284	123.32664	30	20		
